trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
186,False,"{'a': 0.99, 'e': 0.15577974928671173}",25,20,8.553294153418076,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.99, 'e': 0.1542219517938446}",20,13,13.346222183328063,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.99, 'e': 0.15267973227590617}",20,11,15.044361897646688,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.99, 'e': 0.1511529349531471}",20,3,-35.42368978094636,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
190,False,"{'a': 0.99, 'e': 0.14964140560361563}",20,0,-32.203137316671466,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
191,False,"{'a': 0.99, 'e': 0.14814499154757946}",20,0,24.936140524858324,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
192,False,"{'a': 0.99, 'e': 0.14666354163210368}",20,11,4.562078836031397,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.99, 'e': 0.14519690621578263}",25,17,0.10173733982512156,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
194,False,"{'a': 0.99, 'e': 0.1437449371536248}",30,14,27.560209628447367,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.99, 'e': 0.14230748778208857}",25,15,18.30259711926159,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.99, 'e': 0.14088441290426768}",20,10,15.509587948697906,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.99, 'e': 0.139475568775225}",20,5,25.68006114190541,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.99, 'e': 0.13808081308747275}",20,11,6.602529852310369,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
199,False,"{'a': 0.99, 'e': 0.136700004956598}",30,24,10.02427911715812,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.99, 'e': 0.13533300490703204}",25,8,-8.509662910551933,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
201,False,"{'a': 0.99, 'e': 0.13397967485796172}",25,3,7.782963691394151,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
202,False,"{'a': 0.99, 'e': 0.1326398781093821}",20,12,6.450516927152522,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.99, 'e': 0.13131347932828827}",30,18,6.392028011615231,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
204,False,"{'a': 0.99, 'e': 0.1300003445350054}",20,8,18.69453784594556,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.99, 'e': 0.12870034108965533}",20,14,11.438577106447173,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.99, 'e': 0.1274133376787588}",25,13,5.900854666117574,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
207,False,"{'a': 0.99, 'e': 0.12613920430197118}",25,15,19.626936680663363,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.99, 'e': 0.12487781225895148}",30,14,-34.55993491434654,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
209,False,"{'a': 0.99, 'e': 0.12362903413636196}",30,6,12.78114893008367,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 0}",1
210,False,"{'a': 0.99, 'e': 0.12239274379499834}",25,14,20.59387781911087,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.99, 'e': 0.12116881635704835}",30,16,-32.87629292556693,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
212,False,"{'a': 0.99, 'e': 0.11995712819347787}",25,10,18.542599814354123,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.99, 'e': 0.11875755691154309}",35,18,29.69776896385938,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.99, 'e': 0.11756998134242766}",20,3,9.853936977320927,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
215,False,"{'a': 0.99, 'e': 0.11639428152900338}",25,8,5.091923143592885,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
216,False,"{'a': 0.99, 'e': 0.11523033871371334}",30,12,2.506967429192149,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
217,False,"{'a': 0.99, 'e': 0.1140780353265762}",25,0,14.187237873085696,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
218,False,"{'a': 0.99, 'e': 0.11293725497331045}",25,7,7.915022530124031,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
219,False,"{'a': 0.99, 'e': 0.11180788242357734}",20,10,18.04939076724634,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.99, 'e': 0.11068980359934157}",25,10,13.42062842168395,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
221,False,"{'a': 0.99, 'e': 0.10958290556334815}",25,7,1.9859604267762534,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
222,False,"{'a': 0.99, 'e': 0.10848707650771466}",25,8,-14.069180451823165,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
223,False,"{'a': 0.99, 'e': 0.10740220574263752}",20,6,27.555510138707383,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.99, 'e': 0.10632818368521114}",20,10,-22.827017062079435,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
225,False,"{'a': 0.99, 'e': 0.10526490184835903}",25,13,9.311768541038903,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
226,False,"{'a': 0.99, 'e': 0.10421225282987544}",20,8,21.121037267286052,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.99, 'e': 0.10317013030157669}",35,17,9.343757898064275,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
228,False,"{'a': 0.99, 'e': 0.10213842899856092}",30,20,1.3361888980821015,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
229,False,"{'a': 0.99, 'e': 0.10111704470857531}",20,15,8.109332053425645,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.99, 'e': 0.10010587426148955}",35,19,1.1681942624978612,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 0}",1
231,False,"{'a': 0.99, 'e': 0.09910481551887466}",25,13,26.550909872729925,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.99, 'e': 0.0981137673636859}",20,14,12.630029264982841,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.99, 'e': 0.09713262969004904}",20,8,6.791678498493146,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
234,False,"{'a': 0.99, 'e': 0.09616130339314856}",20,14,10.483757956590178,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.99, 'e': 0.09519969035921708}",20,12,5.325950309994981,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.99, 'e': 0.0942476934556249}",25,16,-13.515241122527728,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
237,False,"{'a': 0.99, 'e': 0.09330521652106866}",20,0,34.24623735790075,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
238,False,"{'a': 0.99, 'e': 0.09237216435585796}",25,17,13.513248015695117,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.99, 'e': 0.09144844271229938}",35,21,26.575390384497858,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.99, 'e': 0.0905339582851764}",20,7,13.483139958934444,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
241,False,"{'a': 0.99, 'e': 0.08962861870232462}",25,11,26.36791901354787,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.99, 'e': 0.08873233251530138}",25,20,9.155310808472384,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.99, 'e': 0.08784500919014836}",20,9,19.143028737110303,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.99, 'e': 0.08696655909824688}",25,8,27.181324728749637,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.99, 'e': 0.0860968935072644}",20,9,10.764903134558978,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.99, 'e': 0.08523592457219176}",20,7,20.143802397318616,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.99, 'e': 0.08438356532646984}",20,4,27.111432788864292,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.99, 'e': 0.08353972967320515}",25,13,24.583621255269804,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.99, 'e': 0.0827043323764731}",20,10,17.69385017499591,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.99, 'e': 0.08187728905270836}",25,14,23.42960852415838,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.99, 'e': 0.08105851616218128}",20,11,14.041584714599225,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.99, 'e': 0.08024793100055946}",20,6,20.824192359982856,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.99, 'e': 0.07944545169055386}",20,9,19.13170595155054,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.99, 'e': 0.07865099717364833}",20,12,12.21873316913371,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.99, 'e': 0.07786448720191184}",25,15,8.018197387912643,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
256,False,"{'a': 0.99, 'e': 0.07708584232989273}",20,14,10.500672350994181,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.99, 'e': 0.0763149839065938}",20,6,21.519670648495072,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.99, 'e': 0.07555183406752786}",25,8,33.20651078022295,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.99, 'e': 0.07479631572685258}",20,7,23.927353746813566,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.99, 'e': 0.07404835256958406}",25,7,34.9422267446186,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.99, 'e': 0.07330786904388821}",30,19,-20.48471730582931,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
262,False,"{'a': 0.99, 'e': 0.07257479035344933}",25,8,29.77301094133479,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.99, 'e': 0.07184904244991483}",25,11,12.011738202869548,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
264,False,"{'a': 0.99, 'e': 0.07113055202541568}",25,19,13.916722082252008,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.99, 'e': 0.07041924650516153}",20,7,11.564027059281091,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
266,False,"{'a': 0.99, 'e': 0.06971505404010991}",20,12,13.067282664136837,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.99, 'e': 0.06901790349970881}",25,20,9.900923979559504,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.99, 'e': 0.06832772446471172}",20,12,16.04472394488769,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.99, 'e': 0.0676444472200646}",25,13,22.638737489366562,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.99, 'e': 0.06696800274786396}",20,10,8.277525179532294,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
271,False,"{'a': 0.99, 'e': 0.06629832272038531}",25,18,13.131769952100981,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.99, 'e': 0.06563533949318147}",25,8,31.147037417458318,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.99, 'e': 0.06497898609824965}",20,12,17.351452775450472,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.99, 'e': 0.06432919623726716}",20,2,20.177679102420687,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
275,False,"{'a': 0.99, 'e': 0.06368590427489448}",25,7,34.34098216982321,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.99, 'e': 0.06304904523214554}",25,13,22.87904698150869,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.99, 'e': 0.06241855477982408}",20,11,17.97139525600398,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.99, 'e': 0.06179436923202584}",25,18,11.910718300115382,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.99, 'e': 0.06117642553970558}",30,13,33.87266450979595,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.99, 'e': 0.06056466128430853}",25,15,18.02060658423813,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.99, 'e': 0.05995901467146544}",20,12,18.58147940533393,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.99, 'e': 0.059359424524750785}",20,8,-31.14527969449682,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
283,False,"{'a': 0.99, 'e': 0.05876583027950327}",20,7,27.379553601195244,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.99, 'e': 0.05817817197670824}",20,12,17.77017257115841,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.99, 'e': 0.05759639025694116}",25,7,24.358951832050586,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.99, 'e': 0.057020426354371746}",25,17,16.086435480991575,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.99, 'e': 0.05645022209082803}",20,14,11.370984460370329,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.99, 'e': 0.05588571986991975}",30,15,27.572822610825273,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.99, 'e': 0.05532686267122055}",20,9,7.70352598611824,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
290,False,"{'a': 0.99, 'e': 0.05477359404450834}",20,15,10.018497656478576,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.99, 'e': 0.05422585810406326}",20,15,9.263501889690232,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.99, 'e': 0.05368359952302263}",25,11,16.111759005031807,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
293,False,"{'a': 0.99, 'e': 0.0531467635277924}",25,14,23.585497034174526,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.99, 'e': 0.05261529589251448}",25,18,12.999623531100983,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.99, 'e': 0.05208914293358933}",25,15,18.201501211740123,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.99, 'e': 0.05156825150425344}",25,20,11.839133430741171,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.99, 'e': 0.0510525689892109}",20,11,18.28825571858049,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.99, 'e': 0.050542043299318794}",25,13,9.209934384700032,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
299,False,"{'a': 0.99, 'e': 0.050036622866325604}",30,20,17.785174045211974,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.99, 'e': 0.04953625663766235}",20,2,-22.58311478544449,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
1,True,"{'a': 0.0, 'e': 0.0}",25,15,20.616297900071398,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",20,6,22.64332433390497,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",30,20,19.249473277966285,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",20,9,23.079353631726764,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",25,16,14.701317002433397,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",30,16,25.480018390205043,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",20,12,12.44636492043441,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",35,24,19.855778003869904,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",30,21,16.348140878535293,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",35,13,39.18037003046615,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0.0, 'e': 0.0}",20,14,13.015641665535242,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0.0, 'e': 0.0}",25,18,12.46078410637983,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0.0, 'e': 0.0}",25,11,23.13639664973443,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0.0, 'e': 0.0}",25,16,16.802175416105797,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0.0, 'e': 0.0}",20,14,11.110677635430376,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0.0, 'e': 0.0}",20,12,16.08464515531181,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0.0, 'e': 0.0}",20,16,7.591294451868628,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0.0, 'e': 0.0}",35,24,20.633934895340495,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0.0, 'e': 0.0}",25,12,24.62735427843126,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0.0, 'e': 0.0}",30,22,14.321330640102342,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0.0, 'e': 0.0}",25,12,20.890838456253512,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0.0, 'e': 0.0}",25,16,18.436650220946316,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0.0, 'e': 0.0}",30,8,45.08557718109633,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0.0, 'e': 0.0}",30,24,11.023324405397453,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0.0, 'e': 0.0}",20,14,11.35912556442167,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0.0, 'e': 0.0}",25,12,24.26342544339041,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0.0, 'e': 0.0}",25,11,28.887479527285798,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0.0, 'e': 0.0}",30,13,31.023341182302083,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0.0, 'e': 0.0}",20,15,7.808406994622834,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0.0, 'e': 0.0}",25,8,32.27355490969021,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0.0, 'e': 0.0}",25,7,37.00836665733933,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0.0, 'e': 0.0}",30,20,20.699762904964327,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0.0, 'e': 0.0}",25,16,15.475824836400323,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0.0, 'e': 0.0}",25,5,33.179643348653045,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0.0, 'e': 0.0}",20,13,15.464928466024912,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'a': 0.0, 'e': 0.0}",35,23,23.057174257905825,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0.0, 'e': 0.0}",20,12,14.674374078330786,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0.0, 'e': 0.0}",30,13,31.91186082186167,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'a': 0.0, 'e': 0.0}",20,13,16.07581988753179,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,True,"{'a': 0.0, 'e': 0.0}",30,13,35.51745844191721,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,True,"{'a': 0.0, 'e': 0.0}",25,17,14.098262604609639,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,True,"{'a': 0.0, 'e': 0.0}",25,20,10.713594883996368,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,True,"{'a': 0.0, 'e': 0.0}",25,18,14.079897251668708,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,True,"{'a': 0.0, 'e': 0.0}",20,15,9.895144160248474,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,True,"{'a': 0.0, 'e': 0.0}",30,19,19.988974305871128,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,True,"{'a': 0.0, 'e': 0.0}",20,15,7.575470349114097,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,True,"{'a': 0.0, 'e': 0.0}",30,22,16.084215592541895,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,True,"{'a': 0.0, 'e': 0.0}",25,17,16.94193592568555,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,True,"{'a': 0.0, 'e': 0.0}",30,19,22.865787399524187,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,True,"{'a': 0.0, 'e': 0.0}",20,14,13.523529357520863,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
51,True,"{'a': 0.0, 'e': 0.0}",25,13,19.400867241403326,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
52,True,"{'a': 0.0, 'e': 0.0}",25,12,24.755226377223742,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,True,"{'a': 0.0, 'e': 0.0}",25,10,27.711398133092196,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
54,True,"{'a': 0.0, 'e': 0.0}",25,16,17.35167133293143,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
55,True,"{'a': 0.0, 'e': 0.0}",35,20,32.953189614638625,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
56,True,"{'a': 0.0, 'e': 0.0}",25,13,22.746582044087823,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
57,True,"{'a': 0.0, 'e': 0.0}",20,12,18.08031488459045,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
58,True,"{'a': 0.0, 'e': 0.0}",30,20,15.646576350066976,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,True,"{'a': 0.0, 'e': 0.0}",25,15,19.028267771936893,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
60,True,"{'a': 0.0, 'e': 0.0}",20,8,22.74647737160335,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
61,True,"{'a': 0.0, 'e': 0.0}",30,21,17.083161108328937,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,True,"{'a': 0.0, 'e': 0.0}",30,9,38.01479677102747,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
63,True,"{'a': 0.0, 'e': 0.0}",25,10,26.8005237393968,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
64,True,"{'a': 0.0, 'e': 0.0}",25,13,20.640857173596764,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
65,True,"{'a': 0.0, 'e': 0.0}",30,13,35.13718435522236,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
66,True,"{'a': 0.0, 'e': 0.0}",25,16,19.245455763810018,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
67,True,"{'a': 0.0, 'e': 0.0}",25,17,13.446740081810942,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,True,"{'a': 0.0, 'e': 0.0}",20,5,28.802674233402584,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
69,True,"{'a': 0.0, 'e': 0.0}",20,14,12.631150893900047,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
70,True,"{'a': 0.0, 'e': 0.0}",35,24,20.13162873338986,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
71,True,"{'a': 0.0, 'e': 0.0}",20,5,24.390035585890235,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
72,True,"{'a': 0.0, 'e': 0.0}",25,20,8.309533607867925,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
73,True,"{'a': 0.0, 'e': 0.0}",20,12,17.2360054412716,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
74,True,"{'a': 0.0, 'e': 0.0}",30,13,32.39081435417901,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
75,True,"{'a': 0.0, 'e': 0.0}",30,20,22.036147855880095,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,True,"{'a': 0.0, 'e': 0.0}",25,13,18.771462300854147,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
