trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
873,True,"{'a': 0.0, 'e': 0.0}",20,3,29.08346787264242,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
874,True,"{'a': 0.0, 'e': 0.0}",20,7,26.0830001225197,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
875,True,"{'a': 0.0, 'e': 0.0}",20,8,21.34529756378374,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
876,True,"{'a': 0.0, 'e': 0.0}",25,13,25.21897709592673,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
877,True,"{'a': 0.0, 'e': 0.0}",30,19,20.82526623156551,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
878,True,"{'a': 0.0, 'e': 0.0}",20,16,7.597281269916918,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
879,True,"{'a': 0.0, 'e': 0.0}",25,14,20.50027890710951,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
880,True,"{'a': 0.0, 'e': 0.0}",25,14,18.40758943527,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
881,True,"{'a': 0.0, 'e': 0.0}",25,8,26.04851762681921,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
882,True,"{'a': 0.0, 'e': 0.0}",30,18,24.29086460947721,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
883,True,"{'a': 0.0, 'e': 0.0}",20,14,12.026867990740666,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
884,True,"{'a': 0.0, 'e': 0.0}",20,14,9.661336733984543,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
885,True,"{'a': 0.0, 'e': 0.0}",20,12,11.675020805770348,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
886,True,"{'a': 0.0, 'e': 0.0}",25,10,25.68832937686954,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
887,True,"{'a': 0.0, 'e': 0.0}",25,17,14.127828058097382,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
888,True,"{'a': 0.0, 'e': 0.0}",20,12,13.784840770707284,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
889,True,"{'a': 0.0, 'e': 0.0}",30,15,28.36088516725319,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
890,True,"{'a': 0.0, 'e': 0.0}",25,13,21.00461804946728,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
891,True,"{'a': 0.0, 'e': 0.0}",20,8,20.555501506697027,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
892,True,"{'a': 0.0, 'e': 0.0}",20,9,21.290168975319283,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
893,True,"{'a': 0.0, 'e': 0.0}",25,17,12.895597596890472,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
894,True,"{'a': 0.0, 'e': 0.0}",20,13,13.60690086281863,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
895,True,"{'a': 0.0, 'e': 0.0}",20,9,22.694555194158422,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
896,True,"{'a': 0.0, 'e': 0.0}",25,13,21.653477207494863,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
897,True,"{'a': 0.0, 'e': 0.0}",35,18,36.558601230046264,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
898,True,"{'a': 0.0, 'e': 0.0}",20,11,14.480600966329195,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
899,True,"{'a': 0.0, 'e': 0.0}",20,10,17.718677461069415,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
900,True,"{'a': 0.0, 'e': 0.0}",20,14,9.940685512268441,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
901,True,"{'a': 0.0, 'e': 0.0}",30,18,21.410737115213045,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
902,True,"{'a': 0.0, 'e': 0.0}",20,10,19.86614074077164,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
903,True,"{'a': 0.0, 'e': 0.0}",30,18,25.063680730719852,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
904,True,"{'a': 0.0, 'e': 0.0}",25,15,17.93823667775241,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
905,True,"{'a': 0.0, 'e': 0.0}",25,20,10.082998528320953,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
906,True,"{'a': 0.0, 'e': 0.0}",30,18,22.28304133559972,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
907,True,"{'a': 0.0, 'e': 0.0}",25,9,26.63781686840487,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
908,True,"{'a': 0.0, 'e': 0.0}",25,15,19.273695696303164,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
909,True,"{'a': 0.0, 'e': 0.0}",25,11,24.595995248650954,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
910,True,"{'a': 0.0, 'e': 0.0}",20,12,14.036224208125088,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
911,True,"{'a': 0.0, 'e': 0.0}",25,8,32.07536129426804,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
912,True,"{'a': 0.0, 'e': 0.0}",25,12,24.51982202910414,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
913,True,"{'a': 0.0, 'e': 0.0}",25,15,17.932508429795337,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
914,True,"{'a': 0.0, 'e': 0.0}",20,14,11.251133940699662,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
915,True,"{'a': 0.0, 'e': 0.0}",25,14,20.31260510798786,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
916,True,"{'a': 0.0, 'e': 0.0}",30,20,19.98932309435097,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
917,True,"{'a': 0.0, 'e': 0.0}",20,5,25.992813969744322,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
918,True,"{'a': 0.0, 'e': 0.0}",30,19,20.610211580292912,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
919,True,"{'a': 0.0, 'e': 0.0}",25,14,21.337109565928305,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
920,True,"{'a': 0.0, 'e': 0.0}",20,15,9.37956993749512,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
921,True,"{'a': 0.0, 'e': 0.0}",30,21,16.099677015021804,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
922,True,"{'a': 0.0, 'e': 0.0}",25,13,23.339940560076325,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
923,True,"{'a': 0.0, 'e': 0.0}",25,13,22.446523603459962,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
924,True,"{'a': 0.0, 'e': 0.0}",20,2,31.750701245306843,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
925,True,"{'a': 0.0, 'e': 0.0}",20,10,15.968078535117256,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
926,True,"{'a': 0.0, 'e': 0.0}",25,7,27.697669663595853,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
927,True,"{'a': 0.0, 'e': 0.0}",30,13,25.31289007286955,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
928,True,"{'a': 0.0, 'e': 0.0}",25,16,17.291931587242665,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
929,True,"{'a': 0.0, 'e': 0.0}",35,19,27.400901025149466,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
930,True,"{'a': 0.0, 'e': 0.0}",25,14,23.163436475867694,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
931,True,"{'a': 0.0, 'e': 0.0}",20,13,14.03544654366235,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
932,True,"{'a': 0.0, 'e': 0.0}",20,11,18.19108208212658,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
933,True,"{'a': 0.0, 'e': 0.0}",20,12,13.837901664479492,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
934,True,"{'a': 0.0, 'e': 0.0}",25,14,18.32834427044928,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
935,True,"{'a': 0.0, 'e': 0.0}",25,18,15.593563024076264,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
936,True,"{'a': 0.0, 'e': 0.0}",20,13,15.846504621121182,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
937,True,"{'a': 0.0, 'e': 0.0}",35,24,21.482641321898697,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
938,True,"{'a': 0.0, 'e': 0.0}",25,18,14.235808735332212,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
939,True,"{'a': 0.0, 'e': 0.0}",20,15,7.2706822877356245,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
940,True,"{'a': 0.0, 'e': 0.0}",20,14,11.33299042879539,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
941,True,"{'a': 0.0, 'e': 0.0}",20,7,23.052358390104256,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
942,True,"{'a': 0.0, 'e': 0.0}",20,8,20.877878317401365,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
943,True,"{'a': 0.0, 'e': 0.0}",25,14,22.20091931423914,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
944,True,"{'a': 0.0, 'e': 0.0}",20,9,19.880336937432006,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
945,True,"{'a': 0.0, 'e': 0.0}",20,16,9.072873816527242,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
946,True,"{'a': 0.0, 'e': 0.0}",25,13,22.06454156601629,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
947,True,"{'a': 0.0, 'e': 0.0}",25,17,13.560957895777516,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
948,True,"{'a': 0.0, 'e': 0.0}",25,10,26.288703006733833,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
949,True,"{'a': 0.0, 'e': 0.0}",20,8,19.51535698559664,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
950,True,"{'a': 0.0, 'e': 0.0}",30,10,41.05668342231658,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
951,True,"{'a': 0.0, 'e': 0.0}",25,13,22.335605683903857,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
952,True,"{'a': 0.0, 'e': 0.0}",25,19,14.948856184469879,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
953,True,"{'a': 0.0, 'e': 0.0}",20,6,27.01478790208793,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
954,True,"{'a': 0.0, 'e': 0.0}",25,16,18.37854582727117,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
955,True,"{'a': 0.0, 'e': 0.0}",35,18,25.50213565774107,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
956,True,"{'a': 0.0, 'e': 0.0}",20,2,29.53795101198317,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
957,True,"{'a': 0.0, 'e': 0.0}",20,11,18.340901049816576,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
958,True,"{'a': 0.0, 'e': 0.0}",25,10,25.212833021539968,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
959,True,"{'a': 0.0, 'e': 0.0}",20,13,12.993953078986241,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
960,True,"{'a': 0.0, 'e': 0.0}",20,9,19.90649021021901,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
961,True,"{'a': 0.0, 'e': 0.0}",25,20,10.107101208517584,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
962,True,"{'a': 0.0, 'e': 0.0}",20,12,15.386341231115223,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
963,True,"{'a': 0.0, 'e': 0.0}",30,19,19.04312813222081,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
964,True,"{'a': 0.0, 'e': 0.0}",20,11,14.237058356983049,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
965,True,"{'a': 0.0, 'e': 0.0}",30,20,22.99927099963866,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
966,True,"{'a': 0.0, 'e': 0.0}",30,16,21.975954235404394,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
967,True,"{'a': 0.0, 'e': 0.0}",25,18,13.798463728054823,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
968,True,"{'a': 0.0, 'e': 0.0}",25,9,29.26393679109053,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
969,True,"{'a': 0.0, 'e': 0.0}",25,13,22.13199456221351,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
970,True,"{'a': 0.0, 'e': 0.0}",25,16,12.042274573078762,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
971,True,"{'a': 0.0, 'e': 0.0}",20,16,8.61974341896152,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
972,True,"{'a': 0.0, 'e': 0.0}",25,6,31.149822429719293,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
973,True,"{'a': 0.0, 'e': 0.0}",25,15,22.13122440004387,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
974,True,"{'a': 0.0, 'e': 0.0}",20,15,8.698009648741513,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
975,True,"{'a': 0.0, 'e': 0.0}",25,15,21.9461495273139,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
976,True,"{'a': 0.0, 'e': 0.0}",25,17,14.170444258319366,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
977,True,"{'a': 0.0, 'e': 0.0}",25,17,16.234096369844252,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
978,True,"{'a': 0.0, 'e': 0.0}",25,13,22.000676377947645,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
979,True,"{'a': 0.0, 'e': 0.0}",25,19,12.599567150633412,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
980,True,"{'a': 0.0, 'e': 0.0}",20,14,12.515978274603643,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
981,True,"{'a': 0.0, 'e': 0.0}",25,16,17.14458381871713,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
982,True,"{'a': 0.0, 'e': 0.0}",25,18,13.677842080992137,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
983,True,"{'a': 0.0, 'e': 0.0}",30,18,22.366153384594217,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
984,True,"{'a': 0.0, 'e': 0.0}",25,3,42.0881670098564,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
985,True,"{'a': 0.0, 'e': 0.0}",25,14,20.536726236288793,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
986,True,"{'a': 0.0, 'e': 0.0}",20,11,14.549581880218085,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
987,True,"{'a': 0.0, 'e': 0.0}",20,9,20.364332360176753,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
988,True,"{'a': 0.0, 'e': 0.0}",25,17,13.503535178263276,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
989,True,"{'a': 0.0, 'e': 0.0}",30,15,27.49332814941612,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
990,True,"{'a': 0.0, 'e': 0.0}",20,8,22.646309038021915,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
991,True,"{'a': 0.0, 'e': 0.0}",25,15,19.885701958683203,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
992,True,"{'a': 0.0, 'e': 0.0}",20,8,21.902269355977676,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
993,True,"{'a': 0.0, 'e': 0.0}",25,18,14.134697126650451,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
994,True,"{'a': 0.0, 'e': 0.0}",20,13,13.387023313993485,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
995,True,"{'a': 0.0, 'e': 0.0}",25,8,31.590931108410466,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
996,True,"{'a': 0.0, 'e': 0.0}",25,11,25.506790255423937,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
997,True,"{'a': 0.0, 'e': 0.0}",25,16,14.260416747272822,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
998,True,"{'a': 0.0, 'e': 0.0}",20,14,12.672820467841813,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
999,True,"{'a': 0.0, 'e': 0.0}",30,8,37.66960386748459,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1000,True,"{'a': 0.0, 'e': 0.0}",30,8,40.34578086072764,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
